2PA,3P,AST,Age,BLK,Draft Placing,MP,PF,PTS,STL,TOV,TRB,US or EU,eFG%
8.4,0.0,0.7,24,3.5,18.0,32.1,3.6,11.2,0.7,1.4,7.3,US,51.2
8.4,0.0,0.6,25,3.0,18.0,32.5,3.6,11.2,0.9,1.8,8.1,US,47.0
8.6,0.0,0.6,26,3.0,18.0,31.5,3.2,11.9,0.6,1.9,7.6,US,50.3
9.1,0.0,1.2,27,3.7,18.0,36.0,3.3,12.4,0.6,2.5,8.3,US,49.9
6.7,0.0,0.3,28,2.7,18.0,27.3,2.7,8.7,0.3,2.3,5.3,US,50.0
7.3,0.0,0.9,29,3.2,18.0,31.1,3.3,8.7,0.7,1.7,7.5,US,46.40000000000001
6.5,0.0,0.8,30,3.6,18.0,31.3,3.5,7.9,0.6,1.4,7.2,US,48.5
7.0,0.0,1.0,30,3.1,18.0,31.1,3.6,8.3,0.6,1.6,7.2,US,45.8
5.5,0.0,0.6,30,4.4,18.0,31.8,3.5,7.3,0.8,1.1,7.3,US,54.0
4.1,0.0,0.5,31,2.5,18.0,27.5,2.9,4.8,0.4,0.9,5.3,US,44.7
3.4,0.0,0.5,32,1.6,18.0,23.7,2.6,4.9,0.3,0.9,5.1,US,57.10000000000001
1.5,0.0,0.0,33,1.5,18.0,22.0,3.0,2.5,0.5,0.5,3.5,US,33.300000000000004
3.2,0.0,0.5,34,1.4,18.0,16.8,2.3,4.3,0.3,0.8,3.4,US,48.2
4.4,0.0,0.7,34,1.9,18.0,21.4,3.0,6.3,0.3,1.2,3.9,US,51.1
2.5,0.0,0.4,34,1.1,18.0,13.9,1.8,3.0,0.3,0.6,3.1,US,45.0
1.4,0.0,0.2,35,1.0,18.0,12.6,1.7,1.9,0.4,0.3,2.8,US,53.1
3.1,0.0,0.5,36,1.2,18.0,16.5,1.8,3.6,0.2,0.8,3.2,US,46.1
1.7,0.0,0.4,36,0.9,18.0,8.7,1.3,1.6,0.1,0.8,1.9,US,44.4
4.1,0.0,0.6,36,1.5,18.0,22.3,2.1,5.1,0.3,0.9,4.2,US,46.6
0.6,0.0,0.3,37,0.5,18.0,7.1,0.7,0.2,0.2,0.3,1.3,US,16.7
5.1,0.0,0.5,29,1.0,54.0,15.9,2.6,6.9,0.4,1.1,3.9,EU,50.5
4.8,0.0,0.3,30,0.6,54.0,16.3,2.6,6.6,0.2,1.0,3.1,EU,55.2
3.2,0.0,0.3,31,0.5,54.0,11.4,2.2,3.8,0.2,0.7,2.4,EU,44.2
2.6,0.0,0.2,31,0.4,54.0,10.6,2.1,3.1,0.2,0.6,2.3,EU,40.7
7.7,0.0,0.7,31,0.7,54.0,17.0,2.3,8.3,0.0,1.3,3.0,EU,52.2
4.0,0.0,0.4,32,0.7,54.0,16.0,2.2,5.8,0.2,0.8,3.2,EU,56.8
3.3,0.0,0.3,33,0.7,54.0,14.2,2.0,4.7,0.2,0.8,2.2,EU,54.2
3.4,0.0,0.3,25,0.8,,10.9,1.2,4.7,0.2,0.4,3.1,US,57.10000000000001
4.0,0.0,0.4,26,0.7,,14.5,1.9,5.3,0.3,0.4,4.7,US,56.99999999999999
2.8,0.0,0.2,27,0.5,,10.2,1.3,4.6,0.2,0.5,2.9,US,67.4
3.0,0.0,0.2,27,0.6,,10.7,1.4,4.9,0.2,0.5,3.1,US,67.1
0.3,0.0,0.3,27,0.0,,3.0,1.0,0.7,0.0,0.0,0.3,US,100.0
11.4,0.0,1.4,22,0.7,6.0,31.9,2.9,13.3,0.6,2.0,7.4,US,45.7
13.5,0.0,2.1,23,0.9,6.0,37.0,3.6,16.2,0.4,2.3,8.1,US,48.6
12.7,0.0,2.1,24,1.1,6.0,34.1,3.8,16.3,0.5,2.1,7.9,US,52.3
10.0,0.0,1.5,25,0.3,6.0,28.1,4.1,10.8,0.5,1.9,5.5,US,40.6
8.1,0.0,1.2,26,0.6,6.0,25.7,3.6,8.9,0.5,1.7,5.7,US,44.8
7.3,0.0,1.1,27,0.7,6.0,24.4,3.2,8.3,0.6,1.2,6.0,US,46.1
1.6,0.0,0.1,22,0.4,,6.9,1.8,1.1,0.2,0.5,2.0,US,33.300000000000004
1.6,0.0,0.5,24,0.2,,9.0,1.7,1.2,0.2,0.5,2.6,US,34.9
1.5,0.1,0.2,27,0.1,23.0,4.1,0.6,1.5,0.2,0.1,0.7,EU,37.3
1.5,0.0,0.2,23,0.2,33.0,4.7,0.6,1.9,0.1,0.3,1.3,US,48.6
3.6,0.0,0.3,24,0.9,33.0,10.9,2.0,4.4,0.4,0.8,2.8,US,44.8
2.9,0.0,0.2,25,0.6,33.0,12.4,1.7,3.7,0.3,0.7,3.0,US,47.3
3.4,0.0,0.6,27,1.2,33.0,13.9,2.1,3.6,0.4,0.9,3.4,US,41.5
1.5,0.0,0.4,28,0.7,33.0,9.6,2.1,2.2,0.3,0.7,2.8,US,51.9
5.0,0.0,1.2,23,0.5,27.0,19.4,2.8,7.3,0.7,1.3,3.8,US,53.79999999999999
5.6,0.0,1.2,24,0.3,27.0,15.9,1.9,7.7,0.4,1.2,2.5,US,49.9
4.5,0.0,1.0,24,0.5,27.0,13.9,2.0,5.3,0.5,1.0,1.6,US,44.9
6.1,0.0,1.3,24,0.2,27.0,16.8,1.8,8.7,0.3,1.3,2.9,US,51.4
2.8,0.0,0.5,25,0.1,27.0,8.1,1.2,3.7,0.1,0.9,1.4,US,44.6
3.7,0.0,0.8,26,0.3,27.0,14.8,1.8,5.5,0.3,1.2,2.6,US,51.5
4.4,0.0,1.1,27,0.2,27.0,13.9,1.6,6.1,0.2,0.9,2.2,US,48.8
4.3,0.0,0.9,28,0.3,27.0,17.6,1.8,5.9,0.5,1.1,2.9,US,49.1
8.0,0.0,1.8,29,0.3,27.0,27.3,2.6,10.5,0.7,1.6,3.8,US,49.70000000000001
7.9,0.0,1.6,30,0.4,27.0,25.8,2.3,10.8,0.8,1.6,3.4,US,53.6
7.6,0.2,1.5,31,0.5,27.0,21.8,2.2,9.6,0.7,1.5,3.2,US,49.70000000000001
5.1,0.2,1.5,32,0.3,27.0,18.8,1.7,7.6,0.7,0.8,3.0,US,54.2
2.9,0.2,0.4,34,0.1,27.0,10.6,1.2,3.8,0.3,0.3,1.6,US,41.7
2.5,0.1,0.8,35,0.1,27.0,9.6,0.7,3.7,0.5,0.7,1.4,US,51.5
1.3,0.0,0.0,36,0.1,27.0,3.3,0.2,1.8,0.0,0.4,0.8,US,40.0
8.1,0.0,0.7,21,1.5,23.0,20.3,4.0,10.4,0.4,1.4,6.1,US,52.90000000000001
9.2,0.0,0.8,22,1.8,23.0,23.6,4.3,11.3,0.4,1.6,6.2,US,52.7
7.1,0.0,0.8,23,1.8,23.0,25.0,3.9,7.4,0.4,1.7,6.6,US,43.0
6.0,0.0,0.8,25,0.8,23.0,15.6,3.0,7.0,0.3,0.9,3.2,US,46.40000000000001
8.2,0.0,0.5,26,1.3,23.0,21.0,3.2,9.5,0.4,1.3,5.1,US,42.6
5.2,0.0,0.4,27,1.0,23.0,17.9,3.1,6.2,0.3,0.9,4.9,US,49.5
2.2,0.0,0.0,28,0.2,23.0,5.5,0.3,2.3,0.0,0.7,1.8,US,38.5
3.0,0.0,0.6,29,0.2,23.0,10.2,3.0,2.0,0.2,0.4,3.0,US,31.3
8.6,0.1,0.9,23,0.6,36.0,19.1,2.8,9.1,0.6,1.6,3.8,US,40.5
9.6,0.1,1.8,24,0.9,36.0,23.7,3.2,11.7,1.0,1.6,4.3,US,46.7
10.3,0.0,1.7,25,1.3,36.0,25.9,3.3,12.4,1.0,1.9,5.1,US,46.7
15.4,0.2,2.2,26,2.0,36.0,31.4,3.5,19.1,1.2,2.1,6.6,US,48.0
16.5,0.2,1.9,27,1.4,36.0,34.8,3.2,20.1,1.4,2.1,6.7,US,46.1
12.5,1.9,2.6,28,1.1,36.0,36.3,3.2,21.3,1.1,2.1,5.6,US,50.6
10.7,2.3,2.4,29,0.9,36.0,38.2,3.2,21.1,1.1,2.5,5.7,US,49.20000000000001
8.6,1.5,3.2,30,0.8,36.0,38.0,3.1,15.1,1.2,2.1,4.0,US,48.4
10.1,0.3,2.1,31,1.1,36.0,29.5,3.1,14.2,1.2,1.8,5.1,US,49.4
9.8,1.2,2.6,32,1.2,36.0,34.8,3.1,16.4,1.5,1.8,4.5,US,52.1
10.2,1.5,2.8,33,0.8,36.0,35.5,3.0,18.5,1.1,2.1,4.5,US,51.7
11.4,1.1,2.9,34,1.0,36.0,33.5,3.1,16.4,1.1,2.3,4.1,US,46.0
9.6,1.4,2.5,35,1.2,36.0,35.7,3.0,14.6,1.1,1.9,4.8,US,47.8
8.3,1.1,3.3,36,1.1,36.0,34.9,3.2,12.2,1.1,2.0,3.9,US,44.4
7.7,1.4,3.3,37,0.9,36.0,34.7,2.9,11.8,0.8,2.1,3.9,US,44.7
4.6,0.9,1.5,38,0.7,36.0,23.8,2.5,7.5,0.9,0.9,2.9,US,45.0
5.4,1.0,1.8,38,0.9,36.0,26.0,2.5,8.5,1.0,1.0,2.7,US,45.8
3.6,0.9,1.0,38,0.5,36.0,20.7,2.6,6.0,0.6,0.9,3.3,US,43.5
4.2,0.8,1.1,39,0.5,36.0,23.3,2.6,6.9,0.6,0.8,3.3,US,48.5
3.0,0.5,1.0,40,0.5,36.0,19.1,2.0,4.1,0.2,0.6,2.4,US,42.9
15.8,0.0,2.0,24,3.9,1.0,36.6,3.2,24.3,1.7,3.1,12.0,US,53.1
16.6,0.0,2.5,25,3.9,1.0,37.7,3.2,25.6,1.5,3.3,13.0,US,55.2
15.7,0.0,2.7,26,4.5,1.0,37.7,3.2,23.2,2.3,2.7,12.2,US,55.2
16.2,0.0,3.7,27,3.2,1.0,39.2,2.9,23.4,1.5,2.9,11.7,US,50.3
20.4,0.1,4.8,28,3.3,1.0,40.5,2.9,29.8,1.7,3.2,10.7,US,51.0
18.1,0.1,2.9,29,3.2,1.0,38.0,2.8,27.6,1.7,2.9,10.8,US,53.2
16.7,0.0,3.0,30,3.3,1.0,36.8,3.2,25.0,1.4,2.3,12.2,US,51.7
12.0,0.0,1.3,31,1.0,1.0,24.5,1.5,17.7,1.0,1.3,8.5,US,50.0
14.5,0.0,2.7,32,2.6,1.0,33.7,2.8,21.6,0.9,2.8,10.6,US,51.1
10.7,0.0,2.1,33,2.4,1.0,31.7,2.9,15.8,1.4,2.2,10.0,US,50.9
12.9,0.0,1.8,34,2.3,1.0,32.0,3.1,17.8,1.2,2.1,9.6,US,51.2
10.3,0.0,1.5,35,2.5,1.0,29.6,2.7,14.4,1.0,1.5,8.6,US,48.6
8.6,0.0,1.2,36,1.8,1.0,29.5,2.5,12.2,1.1,1.3,8.3,US,50.7
6.6,0.0,1.0,37,1.7,1.0,26.2,2.0,8.5,0.8,1.3,7.9,US,46.9
6.7,0.0,0.8,23,1.1,11.0,20.8,2.5,8.9,0.4,1.7,5.7,US,53.2
5.8,0.1,0.6,24,0.9,11.0,18.6,1.6,7.7,0.4,1.1,3.0,US,52.2
6.0,0.4,0.7,25,1.2,11.0,24.9,2.5,9.8,0.8,0.9,5.4,US,55.60000000000001
4.2,0.0,0.9,26,0.4,11.0,17.9,1.7,5.3,0.5,0.7,3.2,US,51.6
4.8,0.0,0.9,26,0.4,11.0,19.5,1.9,6.0,0.5,0.7,3.6,US,51.7
1.0,0.0,0.7,26,0.0,11.0,8.3,0.3,1.3,0.3,0.3,0.7,US,50.0
1.0,0.0,0.5,27,0.0,11.0,4.0,1.0,2.5,0.0,0.0,0.5,US,100.0
5.8,0.0,0.8,28,0.6,11.0,20.8,1.5,8.0,0.3,1.2,5.2,US,52.6
2.8,0.0,0.2,29,0.5,11.0,13.9,0.8,4.6,0.3,0.4,3.6,US,68.2
1.7,0.0,0.1,30,0.3,11.0,7.6,0.8,2.7,0.2,0.2,1.7,US,56.99999999999999
4.0,0.0,0.6,23,0.2,34.0,10.4,1.5,4.2,0.2,0.4,1.7,US,48.6
2.5,0.0,0.1,24,0.1,34.0,7.0,1.0,2.6,0.2,0.4,1.1,US,42.6
10.3,0.0,1.3,23,1.1,30.0,29.0,2.8,13.5,0.5,2.2,7.4,US,49.3
8.3,0.0,1.0,24,0.9,30.0,26.7,2.3,11.4,0.4,1.7,5.5,US,49.1
7.6,0.0,1.2,25,0.9,30.0,30.1,2.6,10.9,0.4,1.8,6.1,US,47.0
4.3,0.0,0.7,26,0.6,30.0,17.2,2.2,6.5,0.4,1.2,3.9,US,50.7
4.5,0.0,0.8,26,0.6,30.0,18.4,2.2,6.8,0.4,1.0,4.2,US,49.6
3.6,0.0,0.6,26,0.9,30.0,13.4,2.2,5.8,0.3,1.9,3.2,US,55.2
2.7,0.0,0.6,27,0.6,30.0,10.7,1.8,3.8,0.2,0.7,2.4,US,47.0
2.5,0.0,0.6,28,0.6,30.0,10.4,1.7,3.4,0.0,0.5,2.9,US,45.5
2.1,0.0,0.3,29,0.3,30.0,8.8,1.7,2.7,0.1,0.6,2.0,US,40.5
4.0,0.0,1.0,30,0.7,30.0,14.1,2.4,4.4,0.4,1.0,3.5,US,43.1
4.8,0.0,0.9,31,0.8,30.0,18.9,2.4,5.4,0.4,0.9,3.7,US,42.9
3.2,0.0,0.4,32,0.3,30.0,11.9,1.9,3.0,0.2,0.3,2.0,US,41.8
4.2,0.0,1.0,33,0.6,30.0,19.2,2.5,4.2,0.5,0.9,3.1,US,42.1
2.7,0.0,0.5,34,0.2,30.0,10.8,1.6,2.6,0.3,0.4,1.8,US,35.8
2.7,0.0,0.3,34,0.1,30.0,9.3,1.4,2.3,0.3,0.4,1.4,US,36.2
2.8,0.0,0.9,34,0.3,30.0,13.5,2.1,3.1,0.3,0.4,2.4,US,35.1
2.0,0.0,0.5,22,0.3,41.0,9.8,1.7,1.9,0.2,0.4,2.9,US,43.0
0.4,0.0,0.0,28,0.0,86.0,1.7,0.0,0.8,0.0,0.0,0.6,US,25.0
0.3,0.0,0.0,28,0.0,86.0,1.3,0.0,0.7,0.0,0.0,0.3,US,0.0
0.7,0.0,0.0,28,0.0,86.0,2.3,0.0,1.0,0.0,0.0,1.0,US,50.0
2.3,0.0,0.4,29,0.1,86.0,8.0,1.4,3.6,0.1,0.7,2.1,US,43.8
5.8,0.0,0.7,22,0.6,16.0,22.6,3.0,6.8,0.5,1.3,7.4,US,48.7
2.3,0.0,0.4,23,0.5,16.0,12.3,2.3,3.1,0.3,0.7,2.9,US,58.5
4.1,0.0,0.7,24,1.0,16.0,17.5,2.3,4.5,0.6,0.7,5.6,US,45.4
1.0,0.0,0.0,24,0.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,US,0.0
4.2,0.0,0.8,24,1.1,16.0,17.9,2.4,4.6,0.6,0.7,5.7,US,45.7
1.0,0.0,0.0,25,0.0,16.0,5.0,1.2,1.0,0.0,0.7,1.0,US,50.0
9.1,0.0,1.6,23,0.7,25.0,27.0,3.9,14.4,0.5,2.9,9.3,US,56.10000000000001
13.3,0.0,3.0,24,1.0,25.0,36.2,3.9,19.4,0.9,3.8,11.0,US,55.2
13.7,0.0,3.9,25,1.0,25.0,41.1,3.8,22.2,0.9,4.6,12.3,US,57.9
11.8,0.0,4.4,26,0.7,25.0,38.8,3.5,18.9,0.8,4.8,11.1,US,56.89999999999999
12.6,0.0,5.3,27,0.8,25.0,37.1,3.3,19.0,0.8,4.0,10.7,US,55.39999999999999
5.6,0.0,2.0,28,0.8,25.0,23.2,2.6,9.4,0.0,2.0,5.6,US,67.9
2.9,0.0,0.4,33,0.3,25.0,16.1,3.5,3.9,0.5,1.5,3.6,US,52.6
1.0,0.0,0.2,34,0.0,25.0,5.0,1.5,1.1,0.2,0.5,1.6,US,45.5
1.3,0.0,0.4,27,0.3,52.0,4.3,1.4,1.1,0.0,0.4,0.9,EU,33.300000000000004
8.5,0.5,1.8,31,1.1,77.0,23.8,2.9,14.5,0.9,2.1,8.1,EU,57.2
7.6,0.7,2.1,32,1.2,77.0,25.5,2.9,13.4,0.9,2.2,7.9,EU,53.6
9.7,0.4,3.0,33,1.1,77.0,32.0,3.7,16.0,0.9,2.6,10.0,EU,51.1
9.1,0.1,2.4,34,1.3,77.0,27.0,2.9,12.1,0.7,1.7,7.9,EU,49.3
8.8,0.1,1.8,35,1.2,77.0,25.6,2.8,11.8,0.7,1.5,7.8,EU,51.1
8.2,0.0,1.5,36,1.0,77.0,21.3,2.2,10.1,0.7,1.4,5.4,EU,48.0
4.6,0.0,1.8,38,0.6,77.0,15.5,1.8,6.1,0.8,1.0,4.3,EU,48.1
4.0,0.6,1.0,20,0.4,11.0,20.1,2.5,5.9,0.5,1.0,3.6,US,45.2
8.4,0.2,2.0,21,0.4,11.0,24.5,3.0,11.6,0.5,1.9,7.7,US,52.40000000000001
1.5,0.0,0.2,23,0.3,60.0,6.3,1.2,1.3,0.0,0.3,1.1,US,37.5
4.6,0.0,0.8,24,0.7,60.0,16.8,2.1,5.4,0.4,0.7,3.9,US,47.7
4.6,0.0,0.8,25,0.6,60.0,16.9,1.8,4.6,0.4,0.5,3.5,US,41.2
3.0,0.0,0.6,26,0.4,60.0,12.8,1.7,3.5,0.2,0.5,2.9,US,41.3
3.5,0.0,0.7,22,1.5,11.0,17.8,3.1,5.3,0.5,0.9,3.6,US,56.2
5.6,0.0,1.4,23,1.7,11.0,24.4,3.6,8.5,0.6,1.5,4.9,US,56.60000000000001
4.9,0.0,1.1,24,1.1,11.0,21.8,2.9,7.0,0.6,1.5,5.0,US,49.8
4.9,0.0,0.8,25,1.9,11.0,23.3,3.4,7.2,0.6,1.2,5.4,US,51.3
5.1,0.0,0.9,26,1.5,11.0,22.3,3.2,7.4,0.7,1.2,4.4,US,47.5
6.7,0.0,1.6,27,1.5,11.0,24.6,3.1,9.5,0.7,1.4,4.1,US,51.2
6.0,0.0,1.6,28,1.4,11.0,27.9,3.8,8.3,0.6,2.0,6.1,US,50.2
5.7,0.0,1.8,29,1.0,11.0,25.1,3.4,7.7,0.7,1.2,5.4,US,47.9
5.3,0.0,1.6,30,1.1,11.0,26.1,3.7,7.3,0.6,1.3,4.5,US,49.9
3.3,0.0,1.3,31,0.6,11.0,16.0,2.6,4.4,0.5,1.3,3.3,US,45.0
4.2,0.0,1.6,31,0.5,11.0,19.3,2.9,6.0,0.4,1.6,3.9,US,48.6
2.1,0.0,0.9,31,0.9,11.0,11.2,2.2,2.1,0.5,0.9,2.5,US,34.300000000000004
1.5,0.0,0.6,35,0.3,11.0,6.7,1.5,1.6,0.2,0.4,1.4,US,36.2
1.4,0.0,0.4,26,0.6,,6.7,0.7,1.6,0.1,0.5,1.1,US,36.4
0.8,0.0,0.2,27,0.7,,5.4,0.8,0.3,0.0,0.3,1.3,US,7.7
0.4,0.0,0.2,19,0.0,47.0,1.6,0.0,0.0,0.2,0.0,0.4,US,0.0
2.3,0.0,0.7,20,0.4,47.0,13.0,1.6,2.9,0.2,0.6,5.2,US,47.8
2.7,0.0,0.3,21,0.7,47.0,14.3,2.3,3.4,0.2,0.7,5.3,US,45.2
0.6,0.0,0.4,22,0.3,47.0,3.3,0.4,0.8,0.0,0.0,1.5,US,71.4
0.6,0.0,0.2,23,0.3,47.0,5.7,0.8,1.1,0.1,0.5,2.2,US,64.3
16.6,0.0,2.0,23,2.4,1.0,32.8,4.1,21.0,0.9,3.6,11.1,US,52.3
18.2,0.0,2.7,24,2.0,1.0,37.6,3.7,22.1,1.0,4.0,10.4,US,50.2
16.0,0.0,3.6,25,1.6,1.0,36.3,3.9,18.9,1.3,3.6,11.1,US,48.8
13.1,0.0,2.8,26,1.3,1.0,30.8,3.9,15.6,0.9,2.9,8.7,US,48.9
14.0,0.0,2.5,27,1.8,1.0,34.6,3.4,15.6,0.9,3.6,9.6,US,44.0
13.9,0.1,1.9,27,1.7,1.0,37.1,3.3,15.9,0.9,3.3,9.1,US,44.3
14.0,0.0,2.9,27,1.9,1.0,33.0,3.5,15.4,0.8,3.8,10.0,US,43.8
5.9,0.0,1.3,28,1.1,1.0,17.8,2.8,6.4,0.5,1.5,5.0,US,45.3
4.8,0.0,1.1,29,0.8,1.0,16.0,2.5,4.2,0.5,1.3,3.2,US,37.6
3.5,0.0,0.7,30,0.7,1.0,13.9,2.2,3.0,0.4,1.1,4.4,US,37.1
2.7,0.0,0.4,31,0.8,1.0,10.8,1.4,2.2,0.3,1.0,3.0,US,31.0
4.5,0.0,0.3,22,1.2,15.0,14.5,2.0,4.3,0.4,0.6,3.0,US,43.3
3.5,0.0,0.6,23,1.5,15.0,12.4,2.6,3.6,0.6,0.8,3.1,US,45.7
8.5,0.0,1.2,24,2.8,15.0,27.3,3.3,9.8,0.7,1.2,9.5,US,50.6
7.0,0.0,0.8,25,1.7,15.0,25.4,3.2,7.7,0.8,1.1,7.2,US,46.9
6.4,0.0,0.9,26,1.4,15.0,21.7,3.9,7.3,1.0,1.0,6.1,US,50.0
0.8,0.0,0.0,28,0.2,15.0,2.6,1.0,0.8,0.2,0.4,0.8,US,25.0
2.5,0.0,0.2,24,0.4,,10.8,1.9,3.1,0.3,0.9,1.9,US,47.8
2.7,0.0,0.7,25,0.3,,8.0,1.3,2.7,0.0,0.7,2.3,US,50.0
3.0,0.0,0.4,27,0.4,,13.1,1.8,4.0,0.4,0.6,2.4,US,47.9
1.9,0.0,0.1,28,0.4,,9.5,2.5,2.0,0.3,0.4,1.7,US,33.300000000000004
6.4,0.0,1.8,22,0.9,13.0,19.8,3.6,7.9,0.6,1.8,5.2,US,48.1
9.1,0.0,2.5,23,1.2,13.0,27.9,4.0,11.1,0.7,3.1,7.7,US,45.7
10.3,0.0,3.3,23,1.4,13.0,32.8,4.3,12.4,0.8,3.9,9.0,US,44.9
7.3,0.0,1.3,23,0.9,13.0,20.2,3.4,9.2,0.5,1.8,5.8,US,47.2
4.5,0.0,1.1,24,0.7,13.0,17.3,3.8,7.1,0.4,1.5,5.3,US,49.3
2.3,0.0,0.7,25,0.4,13.0,9.7,1.8,3.6,0.4,0.8,2.6,US,46.5
5.5,0.0,1.0,26,0.8,13.0,20.7,3.7,8.2,0.5,1.3,5.5,US,50.2
5.3,0.0,1.1,27,1.0,13.0,20.5,3.5,8.5,0.3,1.3,5.0,US,51.9
8.2,0.0,1.3,28,1.1,13.0,26.7,4.0,13.9,0.8,1.9,8.2,US,54.0
7.9,0.0,1.4,29,1.1,13.0,25.2,4.2,12.8,0.6,2.1,6.6,US,52.5
6.2,0.0,1.2,30,0.8,13.0,22.5,3.8,10.4,0.8,1.4,6.5,US,49.4
7.2,0.0,1.2,31,0.7,13.0,27.2,3.2,10.6,0.7,1.3,6.5,US,49.9
4.6,0.0,0.8,32,0.4,13.0,16.9,2.3,5.6,0.4,1.0,3.9,US,41.7
3.7,0.0,1.1,33,0.5,13.0,16.1,2.1,4.6,0.5,0.9,3.6,US,39.90000000000001
2.3,0.0,0.4,34,0.3,13.0,10.1,1.3,2.4,0.3,0.6,2.2,US,33.300000000000004
2.0,0.0,0.2,34,0.3,13.0,10.0,1.2,2.1,0.2,0.6,2.0,US,30.4
2.9,0.0,0.6,34,0.2,13.0,10.2,1.4,2.8,0.4,0.7,2.6,US,36.8
3.6,0.0,1.3,35,0.5,13.0,11.9,2.5,4.4,0.3,0.9,3.0,US,51.0
2.9,0.0,0.3,36,0.5,13.0,12.5,1.9,3.2,0.3,0.7,2.8,US,34.0
2.6,0.0,0.3,37,0.4,13.0,12.0,1.6,3.0,0.3,0.6,2.8,US,39.2
5.0,0.0,0.6,38,0.4,13.0,17.2,2.5,5.5,0.5,0.8,3.3,US,41.8
1.5,0.0,0.2,39,0.1,13.0,7.5,1.2,1.5,0.1,0.4,0.7,US,37.9
1.0,0.0,0.2,23,0.1,39.0,5.8,0.5,1.5,0.2,0.1,1.2,US,51.3
0.8,0.0,0.0,24,0.1,39.0,5.5,0.9,1.9,0.3,0.1,1.3,US,66.7
0.5,0.0,0.0,24,0.3,39.0,3.8,0.5,2.3,0.0,0.0,0.8,US,100.0
1.0,0.0,0.0,24,0.0,39.0,6.6,1.1,1.7,0.4,0.1,1.6,US,57.10000000000001
1.7,0.0,0.2,25,0.0,39.0,5.7,1.3,2.3,0.2,0.2,1.2,US,52.1
1.3,0.0,0.2,26,0.0,39.0,4.3,0.7,2.1,0.2,0.2,0.7,US,60.9
1.3,0.0,0.2,27,0.1,39.0,5.7,0.5,2.2,0.1,0.2,1.3,US,52.2
1.1,0.0,0.1,28,0.1,39.0,5.2,0.7,1.7,0.2,0.2,0.9,US,54.40000000000001
1.0,0.0,0.0,29,0.0,39.0,4.1,0.7,1.9,0.0,0.7,0.4,US,85.7
1.3,0.0,0.3,30,0.3,117.0,6.9,1.2,1.3,0.2,0.4,1.9,US,41.2
3.6,0.0,0.4,22,0.7,24.0,9.5,1.5,3.8,0.0,0.8,2.9,US,43.9
3.4,0.0,0.6,23,0.8,24.0,12.1,2.0,3.3,0.2,0.6,3.6,US,42.70000000000001
1.4,0.0,0.4,24,0.4,24.0,7.0,0.8,1.4,0.4,0.0,1.6,US,28.6
2.8,0.0,0.4,25,0.6,24.0,10.6,1.6,2.3,0.2,0.4,3.0,US,34.5
2.5,0.0,0.3,26,0.4,24.0,7.4,1.0,2.0,0.1,0.4,1.9,US,38.0
3.3,0.0,0.4,27,0.4,24.0,9.0,1.6,3.4,0.3,0.6,2.4,US,44.5
2.3,0.1,0.3,28,0.6,24.0,7.7,1.5,2.3,0.1,0.5,1.5,US,37.5
1.0,0.0,0.5,30,0.2,24.0,4.2,1.1,0.7,0.0,0.6,1.2,US,25.0
5.6,0.0,0.8,22,0.3,45.0,15.9,2.5,6.2,0.3,1.1,3.3,US,47.7
4.5,0.0,0.7,22,0.2,45.0,15.3,2.6,5.1,0.3,1.0,3.3,US,51.2
7.3,0.0,0.9,22,0.5,45.0,16.8,2.4,7.8,0.4,1.1,3.3,US,44.5
2.8,0.0,0.4,26,0.2,45.0,9.2,1.5,2.7,0.3,0.7,1.9,US,37.9
4.9,0.2,0.7,27,0.2,45.0,12.0,1.9,6.0,0.5,0.7,2.4,US,47.7
3.5,0.6,0.5,28,0.3,45.0,11.2,2.0,5.2,0.5,0.7,2.4,US,44.7
4.8,0.0,1.4,23,0.2,8.0,15.1,2.6,6.2,0.4,1.3,3.1,EU,45.6
6.1,0.4,2.0,24,0.2,8.0,21.1,2.8,9.3,0.6,1.4,3.7,EU,50.2
6.2,0.1,1.9,25,0.4,8.0,19.4,2.3,8.5,0.5,1.3,3.4,EU,46.1
7.9,0.1,2.6,26,0.3,8.0,26.8,3.2,12.0,0.8,1.9,5.7,EU,48.0
6.7,0.1,2.3,26,0.2,8.0,22.8,3.2,9.5,0.6,1.5,4.5,EU,43.0
9.3,0.2,2.9,26,0.3,8.0,31.4,3.2,14.8,0.9,2.4,7.2,EU,52.2
9.9,0.2,3.2,27,0.2,8.0,33.0,3.5,16.2,0.8,2.3,7.9,EU,52.6
9.6,0.2,3.7,28,0.3,8.0,32.1,3.2,16.1,0.7,2.1,8.0,EU,52.90000000000001
10.7,0.3,3.9,29,0.5,8.0,32.6,3.6,17.3,0.8,2.4,9.6,EU,54.89999999999999
12.6,0.1,6.0,30,0.3,8.0,37.8,3.7,19.1,1.0,3.0,9.5,EU,48.0
10.3,0.3,3.4,31,0.1,8.0,33.7,3.4,15.0,0.9,2.1,5.6,EU,50.5
10.0,1.1,3.8,32,0.4,8.0,35.2,3.1,19.2,1.1,2.1,6.2,EU,56.89999999999999
8.9,1.2,4.4,33,0.1,8.0,34.9,2.8,17.1,0.9,2.3,5.2,EU,53.6
9.2,0.9,4.4,34,0.3,8.0,35.9,2.5,16.8,1.0,2.5,6.5,EU,53.1
9.6,0.8,4.4,35,0.2,8.0,35.2,2.6,15.8,0.8,2.2,7.1,EU,52.1
