,2P,2P%,2PA,3P,3PA,AST,Age,BLK,Country or State,DRB,Draft Placing,FG,FG%,FGA,FT,FTA,G,GS,Height,MP,ORB,PF,PTS,STL,Season,TOV,TRB,Tm,US or EU,Weight,Year in League,eFG%
2078,0.6,40.9,1.4,0.0,0.0,0.0,22,0.1,pennsylvania,0.9,49.0,0.6,0.409,1.4,0.4,0.6,16,0.0,2.0574000000000003,5.7,0.8,0.8,1.5,0.2,1999-00,0.4,1.7,CLE,US,125.6452359136722,3.0,40.9
2079,0.5,50.0,1.0,0.0,0.0,0.0,23,0.0,louisiana,1.5,158.0,0.5,0.5,1.0,0.5,1.0,2,,2.0828,3.0,0.5,0.5,1.5,0.0,1979-80,0.0,2.0,UTA,US,104.32636917019714,1.0,50.0
2080,0.7,38.6,1.8,0.0,0.0,0.3,22,0.1,nebraska,0.7,14.0,0.7,0.38,1.8,0.9,1.1,40,2.0,2.1844,5.3,0.5,1.1,2.2,0.1,1991-92,0.5,1.2,SEA,US,117.93415645326634,1.0,38.0
2081,0.7,40.0,1.7,0.0,0.0,0.3,23,0.0,nebraska,1.3,14.0,0.7,0.4,1.7,0.7,0.7,3,0.0,2.1844,4.0,0.3,0.3,2.0,0.0,1992-93,1.0,1.7,SEA,US,117.93415645326634,2.0,40.0
2082,0.6,45.5,1.2,0.0,0.0,0.3,24,0.1,nebraska,0.4,14.0,0.6,0.441,1.3,0.4,0.8,27,0.0,2.1844,2.9,0.3,0.7,1.5,0.0,1993-94,0.3,0.7,SEA,US,117.93415645326634,3.0,44.1
2083,0.0,0.0,1.0,0.0,0.0,0.0,25,0.0,nebraska,0.0,14.0,0.0,0.0,1.0,0.0,1.0,2,0.0,2.1844,3.0,0.0,0.5,0.0,0.0,1994-95,0.0,0.0,SEA,US,117.93415645326634,4.0,0.0
2084,3.3,50.5,6.5,0.0,0.0,1.1,23,0.7,oklahoma,2.6,6.0,3.3,0.504,6.5,2.4,3.3,82,2.0,2.1082,21.7,2.1,2.6,8.9,0.5,1989-90,1.5,4.7,CHI,US,104.32636917019714,1.0,50.4
2085,2.1,47.0,4.4,0.0,0.0,0.9,24,0.6,oklahoma,1.8,6.0,2.1,0.467,4.4,1.4,2.0,76,6.0,2.1082,15.8,0.9,1.8,5.5,0.3,1990-91,1.2,2.7,CHI,US,104.32636917019714,2.0,46.7
2086,2.7,50.7,5.3,0.0,0.1,1.0,25,0.3,oklahoma,1.5,6.0,2.7,0.506,5.4,1.5,2.0,79,12.0,2.1082,16.1,1.1,1.6,7.0,0.3,1991-92,1.0,2.6,CHI,US,104.32636917019714,3.0,50.8
2087,2.1,47.3,4.4,0.0,0.1,0.9,26,0.3,oklahoma,1.3,6.0,2.1,0.471,4.5,1.1,1.6,76,3.0,2.1082,13.9,1.4,1.7,5.4,0.3,1992-93,0.9,2.7,CHI,US,104.32636917019714,4.0,47.4
2088,3.0,43.1,6.9,0.0,0.0,1.2,27,0.9,oklahoma,3.1,6.0,3.0,0.428,7.0,1.9,2.8,49,30.0,2.1082,21.5,1.8,2.5,7.9,0.6,1993-94,1.7,4.9,TOT,US,104.32636917019714,5.0,42.8
2089,2.2,40.2,5.5,0.0,0.1,1.3,27,0.4,oklahoma,2.6,6.0,2.2,0.398,5.5,1.2,1.7,31,15.0,2.1082,17.3,1.6,2.1,5.5,0.6,1993-94,1.4,4.3,CHI,US,104.32636917019714,6.0,39.800000000000004
2090,4.3,45.9,9.4,0.0,0.0,1.1,27,1.7,oklahoma,3.8,6.0,4.3,0.459,9.4,3.2,4.6,18,15.0,2.1082,28.7,2.2,3.2,11.8,0.7,1993-94,2.2,6.1,MIN,US,104.32636917019714,7.0,45.9
2091,2.0,46.9,4.2,0.0,0.0,0.5,28,0.4,oklahoma,2.2,6.0,2.0,0.467,4.2,1.4,2.0,50,10.0,2.1082,15.8,1.1,2.5,5.3,0.5,1994-95,1.3,3.3,MIN,US,104.32636917019714,8.0,46.7
2092,1.1,47.199999999999996,2.4,0.0,0.0,0.1,29,0.1,oklahoma,0.9,6.0,1.1,0.472,2.4,0.3,0.5,15,0.0,2.1082,10.4,0.6,2.6,2.5,0.5,1995-96,1.2,1.5,MIA,US,104.32636917019714,9.0,47.199999999999996
2093,1.0,50.0,2.0,0.0,0.0,0.1,30,0.1,oklahoma,1.5,6.0,1.0,0.5,2.0,0.2,0.6,11,0.0,2.1082,9.4,1.0,1.3,2.2,0.2,1996-97,0.5,2.5,TOT,US,104.32636917019714,10.0,50.0
2094,1.0,71.4,1.4,0.0,0.0,0.2,30,0.2,oklahoma,1.6,6.0,1.0,0.7140000000000001,1.4,0.4,0.6,5,0.0,2.1082,6.6,0.2,0.6,2.4,0.0,1996-97,0.2,1.8,BOS,US,104.32636917019714,11.0,71.4
2095,1.0,40.0,2.5,0.0,0.0,0.0,30,0.0,oklahoma,1.3,6.0,1.0,0.4,2.5,0.0,0.7,6,0.0,2.1082,11.7,1.7,1.8,2.0,0.3,1996-97,0.8,3.0,DAL,US,104.32636917019714,12.0,40.0
2096,0.2,25.0,0.8,0.0,0.0,0.2,23,0.0,new mexico,0.0,,0.2,0.25,0.8,0.4,0.4,5,0.0,2.1336,2.8,0.2,0.2,0.8,0.0,2014-15,0.0,0.2,CLE,US,111.13026281173174,1.0,25.0
2097,0.9,45.5,1.9,0.0,0.0,0.2,22,0.1,texas,1.0,21.0,0.9,0.455,1.9,0.1,0.5,35,1.0,2.1082,5.6,0.8,1.2,1.9,0.0,1983-84,0.6,1.8,BOS,US,113.39822735890993,1.0,45.5
2098,0.6,37.5,1.6,0.0,0.0,0.3,23,0.2,texas,0.9,21.0,0.6,0.375,1.6,0.4,0.6,55,4.0,2.1082,7.7,0.7,1.5,1.6,0.1,1984-85,0.5,1.6,BOS,US,113.39822735890993,2.0,37.5
2099,0.5,37.8,1.4,0.0,0.0,0.3,24,0.4,texas,1.5,21.0,0.5,0.374,1.4,0.2,0.6,64,2.0,2.1082,7.3,0.5,1.3,1.3,0.0,1985-86,0.5,2.0,BOS,US,113.39822735890993,3.0,37.4
2100,0.6,43.1,1.5,0.0,0.0,0.4,25,0.6,texas,1.5,21.0,0.6,0.4270000000000001,1.5,0.4,1.0,74,1.0,2.1082,10.1,0.8,2.0,1.7,0.2,1986-87,0.5,2.3,BOS,US,113.39822735890993,4.0,42.70000000000001
2101,1.7,45.1,3.8,0.0,0.0,0.9,26,1.1,texas,3.4,21.0,1.7,0.449,3.9,0.8,1.5,53,19.0,2.1082,20.1,1.6,2.9,4.2,0.4,1987-88,1.4,5.0,TOT,US,113.39822735890993,5.0,44.9
2102,0.7,39.1,1.8,0.0,0.0,0.2,26,0.6,texas,1.1,21.0,0.7,0.391,1.8,0.1,0.5,13,0.0,2.1082,6.6,0.8,1.2,1.5,0.2,1987-88,0.7,1.8,BOS,US,113.39822735890993,6.0,39.1
2103,2.1,45.9,4.5,0.0,0.0,1.1,26,1.3,texas,4.1,21.0,2.1,0.456,4.6,1.0,1.8,40,19.0,2.1082,24.4,1.9,3.4,5.1,0.4,1987-88,1.6,6.0,LAC,US,113.39822735890993,7.0,45.6
2104,0.9,43.0,2.2,0.0,0.0,0.5,27,0.8,texas,2.3,21.0,0.9,0.43,2.2,0.3,0.6,70,24.0,2.1082,13.5,1.2,2.3,2.1,0.4,1988-89,0.8,3.5,TOT,US,113.39822735890993,8.0,43.0
2105,0.8,40.5,2.1,0.0,0.0,0.5,27,0.8,texas,2.1,21.0,0.8,0.405,2.1,0.2,0.5,58,12.0,2.1082,12.6,1.1,2.0,1.9,0.4,1988-89,0.8,3.3,LAC,US,113.39822735890993,9.0,40.5
2106,1.3,53.29999999999999,2.5,0.0,0.0,0.6,27,0.7,texas,3.2,21.0,1.3,0.5329999999999999,2.5,0.5,0.8,12,12.0,2.1082,17.8,1.3,3.6,3.2,0.3,1988-89,1.0,4.4,CHH,US,113.39822735890993,10.0,53.29999999999999
2107,1.4,42.9,3.3,0.0,0.0,1.1,28,0.7,texas,3.5,21.0,1.4,0.4320000000000001,3.3,0.4,0.8,71,47.0,2.1082,21.3,1.8,2.8,3.2,0.4,1989-90,1.1,5.3,SAC,US,113.39822735890993,11.0,43.4
2108,2.0,49.1,4.1,0.0,0.0,0.7,29,1.0,texas,4.9,21.0,2.0,0.491,4.1,0.8,1.5,82,82.0,2.1082,27.1,2.3,3.6,4.8,0.3,1990-91,1.2,7.2,ORL,US,113.39822735890993,12.0,49.1
2109,1.3,43.9,3.0,0.0,0.0,0.6,30,0.8,texas,3.4,21.0,1.3,0.4370000000000001,3.0,0.6,0.9,72,44.0,2.1082,20.5,2.2,2.9,3.2,0.4,1991-92,0.8,5.6,ORL,US,113.39822735890993,13.0,43.70000000000001
2110,0.6,45.800000000000004,1.3,0.0,0.0,0.2,31,0.2,texas,2.0,21.0,0.6,0.452,1.3,0.2,0.4,64,1.0,2.1082,10.0,1.0,2.1,1.4,0.2,1992-93,0.5,3.0,ORL,US,113.39822735890993,14.0,45.2
2111,0.4,37.1,1.2,0.0,0.0,0.1,32,0.4,texas,1.7,21.0,0.4,0.371,1.2,0.3,0.8,29,0.0,2.1082,10.7,0.8,2.1,1.2,0.1,1993-94,0.6,2.4,ORL,US,113.39822735890993,15.0,37.1
2112,0.3,17.6,1.5,0.0,0.0,0.1,33,0.0,texas,0.9,21.0,0.3,0.17600000000000002,1.5,0.2,0.9,11,0.0,2.1082,7.0,1.1,1.4,0.7,0.0,1994-95,0.5,2.0,TOT,US,113.39822735890993,16.0,17.6
2113,0.0,0.0,1.5,0.0,0.0,0.0,33,0.0,texas,1.0,21.0,0.0,0.0,1.5,0.0,0.0,2,0.0,2.1082,8.0,1.0,1.0,0.0,0.0,1994-95,0.5,2.0,NYK,US,113.39822735890993,17.0,0.0
2114,0.3,21.4,1.6,0.0,0.0,0.1,33,0.0,texas,0.9,21.0,0.3,0.214,1.6,0.2,1.1,9,0.0,2.1082,6.8,1.1,1.4,0.9,0.0,1994-95,0.6,2.0,IND,US,113.39822735890993,18.0,21.4
2115,2.0,46.5,4.3,0.0,0.0,0.6,24,0.4,colorado,3.3,6.0,2.0,0.465,4.3,1.2,1.6,80,18.0,2.1082,14.8,1.4,2.8,5.2,0.3,1985-86,1.3,4.7,SAC,US,115.66619190608813,1.0,46.5
2116,3.2,47.199999999999996,6.9,0.0,0.0,0.9,25,0.4,colorado,3.9,6.0,3.2,0.471,6.9,1.4,1.8,79,31.0,2.1082,21.0,2.2,2.7,7.9,0.4,1986-87,1.1,6.1,SAC,US,115.66619190608813,2.0,47.099999999999994
2117,4.0,47.199999999999996,8.4,0.0,0.0,1.1,26,0.7,colorado,4.9,6.0,4.0,0.472,8.4,1.9,2.3,82,60.0,2.1082,24.4,2.2,2.8,9.8,0.3,1987-88,1.3,7.1,SAC,US,115.66619190608813,3.0,47.199999999999996
2118,2.3,40.699999999999996,5.7,0.0,0.0,0.9,27,0.3,colorado,3.4,6.0,2.3,0.405,5.8,1.8,2.0,75,13.0,2.1082,18.8,1.7,2.6,6.5,0.4,1988-89,1.4,5.0,TOT,US,115.66619190608813,4.0,40.5
2119,2.5,38.4,6.4,0.0,0.0,0.7,27,0.4,colorado,3.5,6.0,2.5,0.383,6.4,1.7,1.9,47,11.0,2.1082,19.4,1.6,2.7,6.7,0.4,1988-89,1.4,5.1,SAC,US,115.66619190608813,5.0,38.3
2120,2.1,46.1,4.6,0.0,0.0,1.1,27,0.2,colorado,3.1,6.0,2.1,0.457,4.6,1.9,2.3,28,2.0,2.1082,17.8,1.8,2.4,6.1,0.5,1988-89,1.3,4.9,BOS,US,115.66619190608813,6.0,45.7
2121,2.2,48.5,4.5,0.0,0.0,0.6,28,0.3,colorado,2.9,6.0,2.2,0.48,4.5,1.0,1.2,81,4.0,2.1082,16.9,1.4,2.1,5.4,0.2,1989-90,0.8,4.4,BOS,US,115.66619190608813,7.0,48.0
2122,1.4,47.199999999999996,3.0,0.0,0.0,0.3,29,0.2,colorado,2.4,6.0,1.4,0.468,3.0,0.8,1.0,72,1.0,2.1082,11.8,1.0,1.5,3.6,0.2,1990-91,0.7,3.4,BOS,US,115.66619190608813,8.0,46.800000000000004
2123,2.0,49.1,4.1,0.1,0.1,0.5,30,0.2,colorado,2.9,6.0,2.1,0.491,4.2,0.5,0.7,70,3.0,2.1082,14.2,1.3,1.4,4.7,0.3,1991-92,0.4,4.2,BOS,US,115.66619190608813,9.0,49.8
2124,1.4,41.4,3.3,0.0,0.1,0.5,31,0.2,colorado,3.0,6.0,1.4,0.404,3.4,0.5,0.7,78,3.0,2.1082,14.5,1.4,1.6,3.3,0.2,1992-93,0.5,4.4,BOS,US,115.66619190608813,10.0,40.400000000000006
2125,1.6,49.0,3.3,0.1,0.1,0.6,32,0.3,colorado,1.9,6.0,1.7,0.488,3.5,0.4,0.5,74,4.0,2.1082,11.5,0.7,1.6,3.9,0.2,1993-94,0.5,2.6,PHO,US,115.66619190608813,11.0,49.8
2126,1.6,45.2,3.5,0.0,0.0,0.5,33,0.2,colorado,2.4,6.0,1.6,0.449,3.5,0.6,0.7,75,42.0,2.1082,12.9,1.1,2.3,3.7,0.2,1994-95,0.5,3.5,PHO,US,115.66619190608813,12.0,44.9
2127,1.2,42.6,2.9,0.0,0.1,0.8,34,0.1,colorado,1.7,6.0,1.3,0.42,3.0,0.4,0.4,56,9.0,2.1082,11.8,0.6,2.0,2.9,0.2,1995-96,0.7,2.4,PHO,US,115.66619190608813,13.0,42.6
2128,1.1,40.1,2.8,0.0,0.1,0.6,35,0.3,colorado,2.4,6.0,1.2,0.406,2.9,0.5,0.6,59,10.0,2.1082,14.4,1.1,1.9,2.8,0.3,1996-97,0.7,3.4,TOT,US,115.66619190608813,14.0,41.199999999999996
2129,1.3,39.2,3.4,0.0,0.0,0.5,35,0.3,colorado,2.6,6.0,1.4,0.4,3.5,0.6,0.8,23,10.0,2.1082,15.9,0.9,2.0,3.4,0.4,1996-97,0.9,3.5,PHO,US,115.66619190608813,15.0,40.6
2130,0.3,25.0,1.0,0.0,0.0,0.0,35,0.0,colorado,0.9,6.0,0.3,0.25,1.0,0.3,0.3,8,0.0,2.1082,3.8,0.3,0.8,0.8,0.0,1996-97,0.0,1.1,LAL,US,115.66619190608813,16.0,25.0
2131,1.2,42.5,2.9,0.0,0.1,0.8,35,0.4,colorado,2.7,6.0,1.3,0.4270000000000001,2.9,0.5,0.6,28,0.0,2.1082,16.2,1.4,2.0,3.0,0.3,1996-97,0.8,4.1,NJN,US,115.66619190608813,17.0,43.3
2132,0.8,36.8,2.3,0.0,0.0,0.7,36,0.1,colorado,1.1,6.0,0.8,0.368,2.3,0.3,0.4,46,1.0,2.1082,8.6,0.6,1.4,2.0,0.1,1997-98,0.6,1.7,CHI,US,115.66619190608813,18.0,36.8
2133,1.0,41.699999999999996,2.3,0.0,0.1,0.4,37,0.0,colorado,1.3,6.0,1.0,0.405,2.4,0.3,0.4,31,5.0,2.1082,12.1,0.9,1.5,2.2,0.3,1998-99,0.3,2.2,PHO,US,115.66619190608813,19.0,40.5
2134,0.6,36.4,1.6,0.0,0.0,0.3,38,0.0,colorado,0.9,6.0,0.6,0.364,1.6,0.4,0.4,7,0.0,2.1082,4.4,0.0,1.0,1.6,0.1,1999-00,0.3,0.9,POR,US,115.66619190608813,20.0,36.4
2135,2.0,50.9,3.9,0.0,0.0,0.5,22,0.8,utah,2.7,29.0,2.0,0.509,3.9,0.9,1.4,71,14.0,2.1336,16.3,1.8,2.4,4.8,0.4,1996-97,0.7,4.5,LAL,US,106.59433371737532,1.0,50.9
2136,2.4,46.5,5.2,0.2,0.7,1.4,23,1.1,utah,3.0,29.0,2.6,0.441,5.9,1.1,1.4,74,21.0,2.1336,20.3,2.0,3.4,6.5,0.7,1997-98,1.2,4.9,BOS,US,106.59433371737532,2.0,45.800000000000004
2137,1.8,51.9,3.5,0.0,0.0,0.8,24,0.7,utah,2.5,29.0,1.8,0.515,3.5,0.6,0.8,37,23.0,2.1336,14.2,0.9,2.9,4.2,0.6,1998-99,0.9,3.5,LAL,US,106.59433371737532,3.0,51.5
2138,0.7,39.0,1.9,0.0,0.0,0.4,25,0.4,utah,1.3,29.0,0.7,0.39,1.9,0.3,0.4,63,0.0,2.1336,6.5,0.7,1.4,1.7,0.1,1999-00,0.4,2.0,LAL,US,106.59433371737532,4.0,39.0
2139,0.2,19.2,1.2,0.0,0.0,0.1,26,0.2,utah,0.8,29.0,0.2,0.189,1.2,0.2,0.4,45,0.0,2.1336,5.7,0.4,1.0,0.6,0.1,2000-01,0.2,1.2,NYK,US,106.59433371737532,5.0,18.9
2140,0.8,36.3,2.3,0.0,0.0,0.2,27,0.2,utah,1.1,29.0,0.8,0.363,2.3,0.3,0.4,49,0.0,2.1336,8.8,1.0,1.9,2.0,0.2,2001-02,0.6,2.1,NYK,US,106.59433371737532,6.0,36.3
2141,0.8,39.1,2.0,0.0,0.0,0.4,28,0.3,utah,1.4,29.0,0.8,0.385,2.0,0.3,0.4,32,0.0,2.1336,9.0,0.6,1.4,1.9,0.3,2002-03,0.3,1.9,NYK,US,106.59433371737532,7.0,38.5
2142,3.2,50.8,6.3,0.0,0.0,0.7,22,0.8,iowa,3.6,5.0,3.2,0.507,6.3,1.9,3.1,82,15.0,2.1336,20.7,2.1,3.6,8.3,0.5,1985-86,1.4,5.7,ATL,US,113.39822735890993,1.0,50.7
2143,2.1,48.1,4.3,0.0,0.0,0.4,23,0.9,iowa,4.1,5.0,2.1,0.48,4.3,1.5,2.3,82,19.0,2.1336,20.5,1.9,3.2,5.6,0.6,1986-87,1.1,6.0,ATL,US,113.39822735890993,2.0,48.0
2144,2.0,48.8,4.1,0.0,0.0,0.4,24,1.1,iowa,4.7,5.0,2.0,0.483,4.1,1.7,2.8,49,22.0,2.1336,21.9,2.1,3.3,5.7,0.7,1987-88,1.1,6.8,ATL,US,113.39822735890993,3.0,48.3
2145,1.9,53.0,3.6,0.0,0.0,0.8,25,1.3,iowa,4.1,5.0,1.9,0.524,3.6,0.9,1.5,74,22.0,2.1336,20.7,2.0,3.2,4.7,0.7,1988-89,0.8,6.1,ATL,US,113.39822735890993,4.0,52.400000000000006
2146,1.4,61.9,2.3,0.0,0.0,0.4,26,0.6,iowa,3.1,5.0,1.4,0.614,2.4,0.8,1.5,54,28.0,2.1336,18.1,1.1,3.4,3.7,0.7,1989-90,0.9,4.2,ATL,US,113.39822735890993,5.0,61.4
2147,1.8,44.4,4.1,0.0,0.1,1.6,27,1.0,iowa,3.6,5.0,1.8,0.436,4.2,0.4,0.7,77,61.0,2.1336,25.1,1.3,3.4,4.1,1.0,1990-91,0.6,4.9,ATL,US,113.39822735890993,6.0,43.8
2148,1.4,40.8,3.5,0.0,0.2,1.7,28,0.9,iowa,2.6,5.0,1.4,0.391,3.7,0.2,0.4,77,14.0,2.1336,19.3,0.8,2.7,3.1,0.6,1991-92,0.7,3.4,ATL,US,113.39822735890993,7.0,39.1
2149,1.6,46.7,3.3,0.0,0.1,1.8,29,1.3,iowa,4.2,5.0,1.6,0.464,3.4,0.3,0.6,78,65.0,2.1336,25.3,1.3,3.4,3.5,1.0,1992-93,0.7,5.5,ATL,US,113.39822735890993,8.0,47.0
2150,1.9,43.4,4.5,0.0,0.0,1.2,30,1.5,iowa,3.4,5.0,1.9,0.431,4.5,0.3,0.4,82,78.0,2.1336,22.2,1.0,2.9,4.2,0.8,1993-94,0.5,4.5,ATL,US,113.39822735890993,9.0,43.1
2151,1.0,43.0,2.4,0.2,0.6,0.8,31,0.7,iowa,2.6,5.0,1.2,0.412,3.0,0.2,0.4,62,20.0,2.1336,15.2,0.4,2.2,2.9,0.6,1994-95,0.3,3.0,ATL,US,113.39822735890993,10.0,44.4
2152,1.2,48.8,2.5,0.0,0.1,0.8,32,0.7,iowa,3.1,5.0,1.3,0.48,2.6,0.5,0.9,67,35.0,2.1336,19.2,0.9,3.4,3.0,0.4,1995-96,0.6,4.1,ORL,US,113.39822735890993,11.0,48.9
2153,2.0,50.8,3.9,0.0,0.0,0.4,19,0.6,ohio,1.8,23.0,2.0,0.508,3.9,0.8,1.1,48,7.0,2.1336,11.8,1.0,1.5,4.7,0.3,2008-09,0.5,2.9,UTA,US,120.20212100044455,1.0,50.8
2154,0.6,46.800000000000004,1.3,0.0,0.0,0.2,20,0.1,ohio,0.8,23.0,0.6,0.468,1.3,0.3,0.4,36,0.0,2.1336,4.8,0.4,0.7,1.5,0.1,2009-10,0.4,1.3,UTA,US,120.20212100044455,2.0,46.800000000000004
2155,1.4,45.9,3.0,0.0,0.0,0.1,21,0.5,ohio,1.5,23.0,1.4,0.453,3.0,0.5,0.9,50,2.0,2.1336,8.7,1.1,1.2,3.2,0.2,2010-11,0.6,2.6,TOT,US,120.20212100044455,3.0,45.300000000000004
2156,1.2,44.3,2.7,0.0,0.1,0.2,21,0.5,ohio,1.4,23.0,1.2,0.435,2.8,0.3,0.6,39,1.0,2.1336,8.6,1.1,1.3,2.7,0.2,2010-11,0.6,2.5,MIN,US,120.20212100044455,4.0,43.5
2157,1.9,50.0,3.8,0.0,0.0,0.0,21,0.5,ohio,1.6,23.0,1.9,0.5,3.8,1.1,1.7,11,1.0,2.1336,8.9,1.4,0.8,4.9,0.2,2010-11,0.5,3.0,DEN,US,120.20212100044455,5.0,50.0
2158,2.4,59.9,4.0,0.0,0.0,0.3,22,0.9,ohio,3.4,23.0,2.4,0.599,4.0,0.7,1.1,48,24.0,2.1336,16.5,2.0,2.0,5.5,0.5,2011-12,0.7,5.4,DEN,US,120.20212100044455,6.0,59.9
2159,3.6,58.20000000000001,6.3,0.0,0.0,0.4,23,1.3,ohio,4.3,23.0,3.6,0.581,6.3,0.7,1.3,81,81.0,2.1336,22.4,2.6,3.0,8.0,0.5,2012-13,0.7,6.9,DEN,US,120.20212100044455,7.0,58.099999999999994
2160,2.8,49.5,5.7,0.0,0.0,0.5,24,0.9,ohio,3.2,23.0,2.8,0.495,5.7,0.8,1.2,80,22.0,2.1336,16.9,2.0,2.3,6.4,0.4,2013-14,0.8,5.2,MEM,US,120.20212100044455,8.0,49.5
2161,2.2,50.8,4.4,0.0,0.0,0.5,25,0.8,ohio,3.8,23.0,2.2,0.508,4.4,0.7,1.0,81,3.0,2.1336,16.6,1.5,1.8,5.2,0.4,2014-15,0.9,5.3,MEM,US,120.20212100044455,9.0,50.8
2162,3.0,53.2,5.7,0.0,0.0,0.4,26,0.9,ohio,3.3,23.0,3.0,0.532,5.7,0.7,1.3,78,14.0,2.1336,19.0,2.2,2.4,6.8,0.5,2015-16,0.6,5.4,SAC,US,120.20212100044455,10.0,53.2
2163,3.0,55.2,5.5,0.0,0.0,0.7,27,0.7,ohio,4.0,23.0,3.0,0.551,5.5,0.5,0.9,71,62.0,2.1336,20.0,1.7,2.4,6.6,0.5,2016-17,0.9,5.7,SAC,US,120.20212100044455,11.0,55.1
2164,3.1,57.10000000000001,5.5,0.0,0.0,1.2,28,0.5,ohio,4.5,23.0,3.1,0.5710000000000001,5.5,0.5,1.0,71,13.0,2.1336,19.6,2.1,2.1,6.7,0.7,2017-18,0.7,6.6,SAC,US,120.20212100044455,12.0,57.10000000000001
2165,0.9,31.8,2.8,0.0,0.0,0.4,23,0.6,minnesota,0.8,45.0,0.9,0.318,2.8,0.3,0.3,8,,2.0574000000000003,5.6,0.8,1.0,2.0,0.0,1979-80,0.6,1.5,DEN,US,99.79044007584076,1.0,31.8
2166,1.3,71.7,1.8,0.0,0.0,0.4,25,0.4,ukraine,0.8,,1.3,0.7170000000000001,1.8,0.4,1.5,25,0.0,2.1336,9.0,1.0,1.3,3.1,0.2,2012-13,0.6,1.8,DET,EU,117.93415645326634,1.0,71.7
2167,0.4,53.29999999999999,0.8,0.0,0.0,0.1,26,0.1,ukraine,0.4,,0.4,0.5329999999999999,0.8,0.2,0.4,20,0.0,2.1336,3.0,0.5,0.4,1.0,0.0,2013-14,0.3,0.9,PHO,EU,117.93415645326634,2.0,53.29999999999999
2168,3.7,49.5,7.6,0.0,0.0,1.0,21,0.8,serbia,3.2,24.0,3.7,0.493,7.6,2.5,3.4,75,57.0,2.1336,26.2,2.1,3.7,10.0,0.4,2004-05,1.5,5.3,NJN,EU,108.86229826455354,1.0,49.3
2169,5.6,50.9,11.0,0.0,0.1,1.1,22,0.8,serbia,4.1,24.0,5.6,0.507,11.0,2.3,3.3,80,80.0,2.1336,30.9,2.3,3.7,13.5,0.4,2005-06,1.7,6.4,NJN,EU,108.86229826455354,2.0,50.8
2170,6.5,52.800000000000004,12.4,0.0,0.0,1.8,23,0.9,serbia,4.8,24.0,6.5,0.526,12.4,3.3,4.7,26,26.0,2.1336,32.6,2.0,3.4,16.4,0.4,2006-07,2.0,6.8,NJN,EU,108.86229826455354,3.0,52.6
2171,2.7,41.3,6.6,0.0,0.0,0.6,24,0.4,serbia,3.7,24.0,2.7,0.41,6.7,1.2,1.5,45,38.0,2.1336,18.0,0.8,2.5,6.6,0.2,2007-08,0.9,4.4,NJN,EU,108.86229826455354,4.0,41.0
2172,4.2,46.9,8.8,0.0,0.0,0.6,25,1.1,serbia,3.7,24.0,4.2,0.469,8.8,1.4,1.7,46,29.0,2.1336,24.8,1.8,2.5,9.7,0.5,2008-09,1.0,5.5,OKC,EU,108.86229826455354,5.0,46.9
2173,3.7,50.5,7.3,0.0,0.1,0.7,26,0.6,serbia,3.3,24.0,3.7,0.502,7.4,1.0,1.4,76,76.0,2.1336,22.9,1.8,2.3,8.4,0.4,2009-10,0.8,5.0,OKC,EU,108.86229826455354,6.0,50.3
2174,3.3,51.1,6.4,0.0,0.0,0.4,27,0.4,serbia,3.0,24.0,3.3,0.511,6.4,1.6,2.1,71,67.0,2.1336,22.1,1.7,2.6,8.1,0.4,2010-11,0.8,4.7,TOT,EU,108.86229826455354,7.0,51.1
2175,3.2,49.8,6.5,0.0,0.0,0.4,27,0.4,serbia,2.8,24.0,3.2,0.498,6.5,1.1,1.4,47,47.0,2.1336,21.7,1.6,2.3,7.6,0.4,2010-11,0.7,4.4,OKC,EU,108.86229826455354,8.0,49.8
2176,3.3,53.7,6.1,0.0,0.0,0.3,27,0.3,serbia,3.4,24.0,3.3,0.537,6.1,2.5,3.3,24,20.0,2.1336,23.0,2.0,3.2,9.1,0.3,2010-11,1.0,5.3,BOS,EU,108.86229826455354,9.0,53.7
2177,2.5,46.800000000000004,5.3,0.0,0.2,1.3,22,0.2,montana,2.4,28.0,2.5,0.456,5.5,1.6,2.2,68,2.0,2.0574000000000003,14.8,1.1,2.1,6.6,0.3,1986-87,1.0,3.5,SAS,US,99.79044007584076,1.0,45.7
2178,2.6,48.699999999999996,5.3,0.0,0.1,1.0,23,0.2,montana,2.9,28.0,2.6,0.481,5.3,2.1,2.5,50,7.0,2.0574000000000003,21.0,1.8,2.7,7.2,0.4,1987-88,1.1,4.6,MIL,US,99.79044007584076,2.0,48.1
2179,4.5,47.5,9.4,0.1,0.2,1.3,24,0.1,montana,5.2,28.0,4.5,0.473,9.6,3.6,4.4,80,77.0,2.0574000000000003,30.9,2.5,2.7,12.7,1.2,1988-89,1.8,7.6,MIL,US,99.79044007584076,3.0,47.5
2180,2.7,37.1,7.3,0.0,0.1,1.6,25,0.1,montana,3.8,28.0,2.7,0.364,7.4,1.6,2.1,16,7.0,2.0574000000000003,23.8,1.0,2.6,7.0,0.6,1989-90,1.2,4.8,MIL,US,99.79044007584076,4.0,36.4
2181,3.7,44.7,8.3,0.0,0.1,1.4,27,0.2,montana,3.8,28.0,3.7,0.444,8.4,1.6,2.1,79,16.0,2.0574000000000003,23.4,1.7,2.8,9.0,0.7,1991-92,1.5,5.4,MIL,US,99.79044007584076,6.0,44.4
