,2P,2P%,2PA,3P,3PA,AST,Age,BLK,Country or State,DRB,Draft Placing,FG,FG%,FGA,FT,FTA,G,GS,Height,MP,ORB,PF,PTS,STL,Season,TOV,TRB,Tm,US or EU,Weight,Year in League,eFG%
162,0.5,31.6,1.6,0.0,0.0,0.3,22,0.1,serbia,0.3,50.0,0.5,0.316,1.6,0.6,1.0,12,0.0,2.1336,4.3,0.5,0.6,1.6,0.1,1990-91,0.4,0.8,CLE,EU,108.86229826455354,1.0,31.6
163,0.7,46.2,1.4,0.0,0.0,0.7,23,0.0,serbia,1.0,50.0,0.7,0.462,1.4,0.7,0.9,9,0.0,2.1336,3.9,0.2,0.0,2.0,0.1,1991-92,0.6,1.2,MIA,EU,108.86229826455354,2.0,46.2
164,0.5,26.6,1.8,0.0,0.0,0.3,20,0.5,croatia,1.0,24.0,0.5,0.262,1.9,0.4,0.8,35,0.0,2.1590000000000003,7.4,0.6,1.3,1.3,0.3,2000-01,0.6,1.6,CHI,EU,115.66619190608813,1.0,26.200000000000003
165,1.4,40.699999999999996,3.5,0.0,0.0,0.5,21,0.5,croatia,2.1,24.0,1.4,0.404,3.6,0.8,1.4,50,0.0,2.1590000000000003,12.8,1.1,2.2,3.7,0.3,2001-02,0.9,3.2,CHI,EU,115.66619190608813,2.0,40.400000000000006
166,0.8,30.8,2.6,0.0,0.0,0.4,22,0.3,croatia,1.3,24.0,0.8,0.308,2.6,0.3,0.4,10,0.0,2.1590000000000003,7.6,0.7,1.1,1.9,0.3,2002-03,0.5,2.0,CHI,EU,115.66619190608813,3.0,30.8
167,1.0,100.0,1.0,0.0,0.0,0.0,23,0.0,alabama,0.0,66.0,1.0,1.0,1.0,0.0,0.0,1,0.0,2.1336,7.0,0.0,2.0,2.0,0.0,1981-82,2.0,0.0,POR,US,95.25451098148433,1.0,100.0
168,1.8,45.0,4.0,0.0,0.0,0.4,22,0.8,georgia,1.9,6.0,1.8,0.45,4.0,1.0,1.5,67,,2.0574000000000003,10.8,1.1,1.7,4.7,0.3,1979-80,1.2,2.9,SEA,US,99.79044007584076,1.0,45.0
169,5.4,49.9,10.8,0.0,0.0,1.2,23,1.7,georgia,5.1,6.0,5.4,0.499,10.8,3.1,4.4,82,,2.0574000000000003,31.0,2.3,4.0,14.0,0.9,1980-81,2.7,7.4,SEA,US,99.79044007584076,2.0,50.0
170,3.4,51.7,6.6,0.0,0.0,0.8,24,1.1,georgia,3.4,6.0,3.4,0.517,6.6,1.8,2.9,77,0.0,2.0574000000000003,19.1,1.6,3.5,8.6,0.5,1981-82,1.8,5.1,TOT,US,99.79044007584076,3.0,51.7
171,3.1,47.699999999999996,6.5,0.0,0.0,1.3,24,0.7,georgia,3.1,6.0,3.1,0.477,6.5,0.4,1.1,10,0.0,2.0574000000000003,18.0,1.7,4.2,6.6,0.3,1981-82,1.9,4.8,SEA,US,99.79044007584076,4.0,47.699999999999996
172,3.4,52.300000000000004,6.6,0.0,0.0,0.8,24,1.1,georgia,3.5,6.0,3.4,0.523,6.6,2.0,3.2,67,0.0,2.0574000000000003,19.2,1.6,3.4,8.9,0.6,1981-82,1.8,5.1,NJN,US,99.79044007584076,5.0,52.300000000000004
173,5.1,49.8,10.3,0.0,0.0,0.9,25,0.8,georgia,4.0,6.0,5.1,0.4970000000000001,10.3,3.0,4.3,75,39.0,2.0574000000000003,23.5,2.3,3.6,13.3,0.6,1982-83,2.6,6.3,TOT,US,99.79044007584076,6.0,49.70000000000001
174,1.5,50.0,3.0,0.0,0.0,0.3,25,0.2,georgia,0.5,6.0,1.5,0.5,3.0,0.3,0.3,6,0.0,2.0574000000000003,8.3,0.5,2.5,3.3,0.2,1982-83,1.0,1.0,NJN,US,99.79044007584076,7.0,50.0
175,5.4,49.8,10.9,0.0,0.0,0.9,25,0.9,georgia,4.3,6.0,5.4,0.4970000000000001,11.0,3.2,4.6,69,39.0,2.0574000000000003,24.9,2.4,3.7,14.1,0.6,1982-83,2.8,6.8,HOU,US,99.79044007584076,8.0,49.70000000000001
176,3.5,49.20000000000001,7.1,0.0,0.0,1.1,26,0.5,georgia,2.6,6.0,3.5,0.491,7.1,1.9,2.6,73,0.0,2.0574000000000003,16.1,1.4,2.7,8.8,0.5,1983-84,1.4,4.0,HOU,US,99.79044007584076,9.0,49.1
177,2.1,44.800000000000004,4.7,0.0,0.0,0.5,27,0.7,georgia,3.0,6.0,2.1,0.447,4.7,1.0,1.5,74,28.0,2.0574000000000003,17.5,1.6,3.9,5.2,0.4,1984-85,1.4,4.6,NYK,US,99.79044007584076,10.0,44.7
178,4.2,46.0,9.1,0.0,0.1,1.0,28,0.8,georgia,4.8,6.0,4.2,0.456,9.2,2.7,3.5,48,36.0,2.0574000000000003,25.9,2.1,4.3,11.1,0.7,1985-86,2.1,7.0,NYK,US,99.79044007584076,11.0,45.6
179,3.3,46.9,7.0,0.0,0.0,0.6,29,0.7,georgia,2.6,6.0,3.3,0.469,7.0,1.7,2.4,34,2.0,2.0574000000000003,15.9,1.4,3.5,8.3,0.4,1986-87,1.6,4.0,NJN,US,99.79044007584076,12.0,46.9
180,1.7,46.0,3.6,0.0,0.1,0.6,30,0.4,georgia,2.1,6.0,1.7,0.452,3.7,1.1,1.4,65,0.0,2.0574000000000003,13.4,1.1,2.8,4.4,0.3,1987-88,1.1,3.2,PHO,US,99.79044007584076,13.0,45.2
181,3.7,51.2,7.3,0.0,0.0,1.6,22,1.5,district of columbia,4.3,7.0,3.7,0.512,7.3,1.1,1.4,81,54.0,2.1082,24.8,1.4,2.4,8.5,0.5,1983-84,1.3,5.7,UTA,US,97.52247552866255,1.0,51.2
182,6.3,49.0,12.9,0.0,0.0,1.7,23,1.3,district of columbia,4.7,7.0,6.3,0.49,12.9,2.5,2.9,80,68.0,2.1082,31.0,1.9,2.7,15.2,0.6,1984-85,1.9,6.6,UTA,US,97.52247552866255,2.0,49.1
183,5.9,45.1,13.0,0.0,0.1,1.9,24,1.4,district of columbia,4.2,7.0,5.9,0.448,13.1,2.8,3.4,82,13.0,2.1082,28.8,1.8,2.0,14.6,0.5,1985-86,1.8,6.0,UTA,US,97.52247552866255,3.0,44.800000000000004
184,5.7,44.800000000000004,12.8,0.0,0.0,1.3,25,1.1,district of columbia,3.5,7.0,5.7,0.447,12.8,2.3,2.9,81,2.0,2.1082,26.6,1.8,1.9,13.8,0.5,1986-87,1.5,5.3,UTA,US,97.52247552866255,4.0,44.7
185,7.7,49.3,15.6,0.0,0.0,1.9,26,1.5,district of columbia,4.8,7.0,7.7,0.4920000000000001,15.7,4.1,5.0,82,10.0,2.1082,34.2,1.6,2.3,19.6,0.6,1987-88,2.3,6.5,UTA,US,97.52247552866255,5.0,49.3
186,7.5,48.4,15.5,0.0,0.1,1.7,27,1.1,district of columbia,4.0,7.0,7.5,0.483,15.5,4.4,5.4,82,3.0,2.1082,33.9,1.4,2.3,19.5,0.6,1988-89,2.5,5.5,UTA,US,97.52247552866255,6.0,48.4
187,5.7,48.5,11.8,0.0,0.1,1.7,28,1.2,district of columbia,3.6,7.0,5.7,0.481,11.9,2.7,3.5,82,33.0,2.1082,31.5,1.4,2.1,14.2,0.4,1989-90,1.7,5.0,UTA,US,97.52247552866255,7.0,48.1
188,4.9,45.9,10.6,0.0,0.0,1.5,29,1.1,district of columbia,3.7,7.0,4.9,0.458,10.6,2.7,3.3,82,22.0,2.1082,30.3,1.2,2.0,12.4,0.6,1990-91,1.6,5.0,UTA,US,97.52247552866255,8.0,45.800000000000004
189,4.4,44.1,9.9,0.0,0.0,0.9,30,1.4,district of columbia,4.3,7.0,4.4,0.44,10.0,2.6,3.2,84,18.0,2.1082,25.0,1.5,1.9,11.3,0.4,1991-92,1.3,5.8,TOT,US,97.52247552866255,9.0,44.0
190,3.0,39.0,7.7,0.0,0.1,1.5,30,1.2,district of columbia,4.2,7.0,3.0,0.386,7.8,3.4,4.2,13,0.0,2.1082,25.2,1.8,2.4,9.4,0.4,1991-92,1.6,6.0,UTA,US,97.52247552866255,10.0,38.6
191,4.6,44.800000000000004,10.3,0.0,0.0,0.8,30,1.4,district of columbia,4.3,7.0,4.6,0.448,10.4,2.4,3.0,71,18.0,2.1082,25.0,1.4,1.8,11.7,0.4,1991-92,1.2,5.7,MIN,US,97.52247552866255,11.0,44.800000000000004
192,2.9,45.5,6.4,0.0,0.0,0.9,31,0.7,district of columbia,2.3,7.0,2.9,0.455,6.4,1.7,2.0,70,3.0,2.1082,18.2,0.8,1.3,7.5,0.3,1992-93,0.9,3.1,MIN,US,97.52247552866255,12.0,45.5
193,2.9,51.2,5.7,0.0,0.0,0.7,32,0.7,district of columbia,1.9,7.0,2.9,0.51,5.8,1.5,1.9,79,3.0,2.1082,16.4,0.8,1.2,7.4,0.3,1993-94,0.7,2.7,MIN,US,97.52247552866255,13.0,51.0
194,1.8,45.1,4.0,0.0,0.0,0.6,37,0.7,district of columbia,1.3,7.0,1.8,0.446,4.1,0.6,0.8,43,0.0,2.1082,12.6,0.8,1.8,4.2,0.2,1998-99,0.6,2.2,UTA,US,97.52247552866255,18.0,44.6
195,2.8,47.0,5.9,0.0,0.0,0.5,24,0.5,maryland,3.0,156.0,2.8,0.47,5.9,1.2,2.6,75,50.0,2.0574000000000003,18.7,1.4,3.7,6.8,0.5,1984-85,1.9,4.4,NYK,US,106.59433371737532,1.0,47.0
196,3.4,49.20000000000001,6.8,0.0,0.0,0.6,25,0.3,maryland,3.3,156.0,3.4,0.491,6.8,1.9,3.6,70,15.0,2.0574000000000003,20.1,1.3,3.0,8.6,0.6,1985-86,1.8,4.6,NYK,US,106.59433371737532,2.0,49.1
197,2.4,62.9,3.9,0.0,0.1,0.3,28,0.2,maryland,3.0,156.0,2.4,0.611,4.0,3.3,5.9,9,2.0,2.0574000000000003,14.4,0.7,1.9,8.2,0.8,1988-89,0.9,3.7,LAC,US,106.59433371737532,5.0,61.1
198,1.5,48.1,3.1,0.0,0.0,0.3,29,0.1,maryland,1.4,156.0,1.5,0.478,3.1,1.0,2.1,52,1.0,2.0574000000000003,11.3,0.8,1.8,4.0,0.3,1989-90,0.8,2.2,LAC,US,106.59433371737532,6.0,47.8
199,0.9,53.79999999999999,1.7,0.0,0.0,0.2,30,0.1,maryland,1.3,156.0,0.9,0.531,1.7,0.5,1.4,47,3.0,2.0574000000000003,7.2,0.7,1.6,2.4,0.1,1990-91,0.5,2.0,LAC,US,106.59433371737532,7.0,53.1
200,2.6,46.800000000000004,5.5,1.5,4.1,0.8,21,0.8,italy,3.1,1.0,4.1,0.4270000000000001,9.6,1.8,2.2,65,2.0,2.1336,25.1,0.8,2.8,11.6,0.5,2006-07,1.6,3.9,TOR,EU,111.13026281173174,1.0,50.7
201,2.4,40.9,5.9,1.2,3.3,1.1,22,0.5,italy,3.1,1.0,3.6,0.386,9.3,1.8,2.2,78,53.0,2.1336,23.9,0.6,2.7,10.2,0.3,2007-08,1.1,3.7,TOR,EU,111.13026281173174,2.0,44.800000000000004
202,4.0,46.800000000000004,8.6,1.5,3.7,1.2,23,1.2,italy,4.4,1.0,5.5,0.45,12.3,2.8,3.4,78,59.0,2.1336,31.4,0.9,3.1,15.4,0.4,2008-09,1.7,5.3,TOR,EU,111.13026281173174,3.0,51.2
203,5.2,50.9,10.2,1.5,4.1,1.2,24,1.4,italy,4.9,1.0,6.7,0.47,14.3,2.3,2.9,80,80.0,2.1336,35.0,1.3,2.7,17.2,0.3,2009-10,1.5,6.2,TOR,EU,111.13026281173174,4.0,52.300000000000004
204,6.8,47.199999999999996,14.4,1.2,3.4,1.8,25,0.7,italy,4.1,1.0,8.0,0.448,17.8,4.3,5.3,66,66.0,2.1336,35.7,1.1,2.4,21.4,0.5,2010-11,2.3,5.2,TOR,EU,111.13026281173174,5.0,48.0
205,5.6,47.4,11.9,1.1,3.7,2.0,26,0.5,italy,4.8,1.0,6.7,0.4320000000000001,15.6,4.9,5.6,31,31.0,2.1336,33.3,0.8,1.7,19.5,0.6,2011-12,2.2,5.5,TOR,EU,111.13026281173174,6.0,46.7
206,3.8,43.6,8.7,1.1,3.5,1.1,27,0.7,italy,2.9,1.0,4.9,0.399,12.2,1.9,2.2,35,25.0,2.1336,28.7,0.7,1.8,12.7,0.6,2012-13,1.5,3.7,TOR,EU,111.13026281173174,7.0,44.4
207,4.6,48.699999999999996,9.4,0.7,2.6,1.1,28,1.2,italy,3.6,1.0,5.3,0.442,12.0,2.0,2.4,42,39.0,2.1336,29.9,1.6,2.4,13.3,0.3,2013-14,1.4,5.3,NYK,EU,111.13026281173174,8.0,47.199999999999996
208,5.1,46.6,11.0,0.5,1.4,1.6,29,0.9,italy,3.3,1.0,5.7,0.454,12.4,3.0,3.7,29,22.0,2.1336,27.1,1.1,1.8,14.8,0.1,2014-15,1.4,4.4,NYK,EU,111.13026281173174,9.0,47.5
209,2.7,47.099999999999994,5.7,0.1,0.3,0.4,30,0.2,italy,1.5,1.0,2.8,0.455,6.1,1.0,1.2,46,0.0,2.1336,13.8,0.6,1.3,6.6,0.1,2015-16,0.6,2.1,BRK,EU,111.13026281173174,10.0,46.1
210,0.6,31.3,2.0,0.0,0.0,0.0,24,0.0,mississippi,1.0,,0.6,0.313,2.0,0.4,0.5,8,0.0,2.1336,5.6,0.3,1.3,1.6,0.0,2005-06,0.6,1.3,MIA,US,113.39822735890993,1.0,31.3
211,0.9,29.299999999999997,2.9,0.0,0.0,0.2,25,0.1,mississippi,0.8,,0.9,0.289,3.0,0.6,0.6,28,0.0,2.1336,7.3,0.7,0.8,2.3,0.2,2006-07,0.4,1.5,MIA,US,113.39822735890993,2.0,28.9
212,2.8,41.699999999999996,6.8,0.0,0.3,0.6,26,0.2,mississippi,2.8,,2.9,0.404,7.1,1.3,1.9,46,15.0,2.1336,19.3,1.5,2.5,7.1,0.4,2007-08,1.0,4.3,MIA,US,113.39822735890993,3.0,40.5
213,4.3,44.1,9.7,0.0,0.0,1.1,28,0.6,mississippi,6.6,,4.3,0.441,9.7,3.1,4.1,7,6.0,2.1336,33.1,4.4,3.4,11.7,0.6,2009-10,1.6,11.0,NYK,US,113.39822735890993,5.0,44.1
214,1.5,32.3,4.7,0.0,0.0,0.5,29,0.3,mississippi,2.1,,1.5,0.32299999999999995,4.7,0.7,1.1,21,7.0,2.1336,14.5,1.5,2.2,3.8,0.4,2010-11,0.8,3.6,TOT,US,113.39822735890993,6.0,32.3
215,1.0,23.5,4.3,0.0,0.0,0.3,29,0.3,mississippi,2.0,,1.0,0.235,4.3,1.0,1.7,12,6.0,2.1336,15.3,1.3,2.7,3.0,0.5,2010-11,0.9,3.3,PHO,US,113.39822735890993,7.0,23.5
216,2.4,45.9,5.3,0.0,0.0,0.6,29,0.3,mississippi,1.4,,2.4,0.459,5.3,0.3,0.3,7,0.0,2.1336,12.1,1.7,1.4,5.1,0.3,2010-11,0.3,3.1,MIL,US,113.39822735890993,8.0,45.9
217,1.5,27.3,5.5,0.0,0.0,1.5,29,0.0,mississippi,5.0,,1.5,0.273,5.5,0.5,1.0,2,1.0,2.1336,18.5,2.0,2.0,3.5,0.0,2010-11,1.5,7.0,POR,US,113.39822735890993,9.0,27.3
218,1.0,50.0,2.0,0.0,0.0,0.0,30,0.0,mississippi,0.0,,1.0,0.5,2.0,0.0,0.0,2,0.0,2.1336,4.5,0.5,2.5,2.0,0.0,2011-12,0.0,0.5,GSW,US,113.39822735890993,10.0,50.0
219,1.5,35.3,4.3,0.0,0.0,0.4,31,0.5,mississippi,3.3,,1.5,0.353,4.3,0.3,0.6,12,2.0,2.1336,13.3,1.8,2.0,3.3,0.4,2012-13,0.9,5.1,TOT,US,113.39822735890993,11.0,35.3
220,1.2,35.1,3.4,0.0,0.0,0.3,31,0.5,mississippi,2.5,,1.2,0.35100000000000003,3.4,0.2,0.5,11,1.0,2.1336,11.1,1.5,2.1,2.5,0.5,2012-13,0.9,3.9,WAS,US,113.39822735890993,12.0,35.1
221,5.0,35.7,14.0,0.0,0.0,2.0,31,1.0,mississippi,12.0,,5.0,0.35700000000000004,14.0,1.0,2.0,1,1.0,2.1336,37.0,6.0,1.0,11.0,0.0,2012-13,1.0,18.0,NYK,US,113.39822735890993,13.0,35.7
222,0.6,28.6,2.2,0.1,0.3,0.3,33,0.1,mississippi,0.9,,0.8,0.308,2.4,0.4,0.8,16,1.0,2.1336,8.9,0.9,1.6,2.0,0.3,2014-15,0.3,1.8,PHO,US,113.39822735890993,15.0,33.300000000000004
223,3.6,45.2,7.9,0.0,0.2,0.9,21,1.1,texas,3.3,5.0,3.6,0.446,8.1,1.1,1.6,65,49.0,2.1082,23.2,2.1,3.1,8.4,0.8,1997-98,1.5,5.4,DEN,US,104.32636917019714,1.0,44.9
224,2.9,52.5,5.6,0.0,0.1,1.1,22,1.4,texas,4.1,5.0,2.9,0.519,5.7,0.8,1.2,50,15.0,2.1082,22.4,1.9,3.2,6.7,0.6,1998-99,0.9,6.0,BOS,US,104.32636917019714,2.0,51.9
225,2.7,48.3,5.5,0.0,0.1,0.8,23,0.9,texas,3.1,5.0,2.7,0.477,5.6,1.2,1.8,82,4.0,2.1082,18.4,1.9,3.0,6.6,0.6,1999-00,0.8,5.0,BOS,US,104.32636917019714,3.0,47.8
226,2.7,54.50000000000001,5.0,0.0,0.1,0.4,24,1.5,texas,4.0,5.0,2.7,0.537,5.0,1.1,1.7,40,25.0,2.1082,21.1,1.8,3.2,6.5,0.7,2000-01,0.9,5.8,BOS,US,104.32636917019714,4.0,53.7
227,2.9,54.400000000000006,5.2,0.0,0.0,0.5,25,0.9,texas,4.0,5.0,2.9,0.541,5.3,1.2,1.8,74,73.0,2.1082,24.6,2.5,3.0,6.9,0.8,2001-02,0.7,6.5,BOS,US,104.32636917019714,5.0,54.1
228,3.0,54.400000000000006,5.4,0.0,0.1,0.7,26,1.2,texas,4.3,5.0,3.0,0.539,5.5,1.3,1.8,67,62.0,2.1082,25.1,2.2,2.9,7.3,0.5,2002-03,0.7,6.5,BOS,US,104.32636917019714,6.0,54.1
229,2.3,44.800000000000004,5.1,0.0,0.1,0.8,27,0.9,texas,3.3,5.0,2.3,0.443,5.3,0.9,1.2,73,7.0,2.1082,20.2,1.6,2.2,5.6,0.4,2003-04,0.9,4.9,TOT,US,104.32636917019714,7.0,44.5
230,2.4,47.4,5.0,0.0,0.0,0.9,27,0.9,texas,3.4,5.0,2.4,0.479,5.1,1.0,1.4,23,6.0,2.1082,21.8,1.7,2.4,5.9,0.3,2003-04,1.0,5.1,BOS,US,104.32636917019714,8.0,48.3
231,2.3,43.6,5.2,0.0,0.2,0.7,27,0.9,texas,3.2,5.0,2.3,0.4270000000000001,5.3,0.9,1.1,50,1.0,2.1082,19.5,1.6,2.1,5.4,0.4,2003-04,0.8,4.8,CLE,US,104.32636917019714,9.0,42.9
232,2.0,46.800000000000004,4.3,0.0,0.1,0.5,28,1.0,texas,4.2,5.0,2.0,0.46,4.4,0.8,1.2,81,32.0,2.1082,23.4,1.3,3.0,4.9,0.4,2004-05,1.0,5.6,ORL,US,104.32636917019714,10.0,46.0
233,3.4,51.300000000000004,6.7,0.0,0.1,0.6,29,0.8,texas,3.8,5.0,3.4,0.507,6.7,1.1,1.6,82,82.0,2.1082,27.0,1.8,3.0,7.9,0.6,2005-06,1.1,5.6,ORL,US,104.32636917019714,11.0,50.7
234,2.7,49.0,5.4,0.0,0.0,0.5,30,0.5,texas,3.8,5.0,2.7,0.489,5.5,0.8,1.2,66,66.0,2.1082,23.9,1.4,2.8,6.1,0.4,2006-07,0.9,5.2,ORL,US,104.32636917019714,12.0,48.9
235,2.0,49.70000000000001,4.1,0.0,0.1,0.4,32,0.3,texas,2.4,5.0,2.1,0.489,4.2,0.7,1.1,77,3.0,2.1082,15.6,1.2,1.5,4.8,0.3,2008-09,0.6,3.6,ORL,US,104.32636917019714,14.0,49.20000000000001
236,0.9,36.1,2.4,0.1,0.3,0.2,33,0.1,texas,1.3,5.0,0.9,0.35,2.7,0.5,0.7,15,0.0,2.1082,8.9,0.3,1.3,2.4,0.3,2009-10,0.2,1.5,NJN,US,104.32636917019714,15.0,36.3
237,1.1,46.2,2.4,0.1,0.1,0.3,34,0.4,texas,2.2,5.0,1.2,0.469,2.5,0.2,0.4,38,0.0,2.1082,9.9,0.4,1.6,2.6,0.1,2010-11,0.3,2.6,PHI,US,104.32636917019714,16.0,47.9
238,0.7,38.0,1.9,0.0,0.0,0.6,35,0.2,texas,2.2,5.0,0.7,0.373,1.9,0.1,0.1,27,11.0,2.1082,10.9,0.3,1.0,1.6,0.1,2011-12,0.1,2.5,PHI,US,104.32636917019714,17.0,37.3
239,1.6,45.2,3.5,0.0,0.1,0.5,26,0.2,maryland,1.4,62.0,1.6,0.445,3.5,0.1,0.3,54,5.0,2.0828,10.3,0.8,1.0,3.3,0.3,1982-83,0.5,2.2,WSB,US,108.86229826455354,1.0,44.5
240,1.3,50.0,2.5,0.0,0.0,0.8,27,0.8,maryland,0.8,62.0,1.3,0.5,2.5,0.0,0.0,4,0.0,2.0828,7.8,0.3,1.3,2.5,0.0,1983-84,1.0,1.0,SAS,US,108.86229826455354,2.0,50.0
241,2.8,39.800000000000004,7.1,0.0,0.0,1.1,23,0.7,tennessee,3.3,6.0,2.8,0.397,7.2,1.0,1.7,50,18.0,2.1336,19.6,1.6,2.5,6.7,0.4,1986-87,1.7,4.9,PHO,US,102.05840462301893,1.0,39.7
242,1.2,43.6,2.7,0.0,0.0,0.1,24,0.4,tennessee,1.0,6.0,1.2,0.436,2.7,0.3,0.6,38,0.0,2.1336,7.8,0.7,1.2,2.7,0.2,1987-88,0.5,1.7,DET,US,102.05840462301893,2.0,43.6
243,1.3,44.5,2.8,0.0,0.1,0.1,26,0.4,tennessee,1.0,6.0,1.3,0.4320000000000001,3.0,0.2,0.5,42,0.0,2.1336,5.9,0.4,0.9,2.8,0.1,1989-90,0.5,1.4,DET,US,102.05840462301893,4.0,43.6
244,1.7,44.1,3.8,0.1,0.2,0.5,27,0.6,tennessee,1.3,6.0,1.8,0.438,4.0,0.9,1.3,60,4.0,2.1336,9.4,0.9,1.3,4.5,0.0,1990-91,0.5,2.2,DET,US,102.05840462301893,5.0,44.800000000000004
245,1.6,41.699999999999996,3.8,0.0,0.0,0.4,28,0.6,tennessee,1.2,6.0,1.6,0.413,3.8,0.4,0.7,32,8.0,2.1336,11.3,0.8,1.8,3.6,0.2,1991-92,0.5,2.0,DET,US,102.05840462301893,6.0,41.3
246,0.5,30.8,1.6,0.1,0.1,0.0,29,0.1,tennessee,0.6,6.0,0.6,0.333,1.7,0.4,0.8,16,0.0,2.1336,4.1,0.1,0.9,1.6,0.0,1992-93,0.1,0.6,SAS,US,102.05840462301893,7.0,35.2
247,4.1,49.1,8.3,0.0,0.0,1.0,21,2.6,louisiana,5.6,3.0,4.1,0.49,8.4,2.9,3.9,79,37.0,2.1336,26.4,2.0,3.6,11.1,0.8,1985-86,1.8,7.6,LAC,US,113.39822735890993,1.0,49.1
248,4.4,45.0,9.9,0.0,0.0,1.9,22,2.6,louisiana,6.3,3.0,4.4,0.449,9.9,2.6,3.7,72,61.0,2.1336,31.0,1.9,3.5,11.5,0.8,1986-87,2.6,8.1,LAC,US,113.39822735890993,2.0,44.9
249,5.2,49.6,10.4,0.0,0.1,2.6,23,3.4,louisiana,6.3,3.0,5.2,0.491,10.5,2.7,3.9,66,59.0,2.1336,32.9,1.7,3.1,13.0,0.8,1987-88,3.4,8.0,LAC,US,113.39822735890993,3.0,49.1
250,6.2,54.29999999999999,11.5,0.0,0.0,2.0,24,2.8,louisiana,6.7,3.0,6.2,0.541,11.5,4.0,5.4,79,62.0,2.1336,32.7,2.1,2.8,16.4,0.7,1988-89,3.0,8.8,LAC,US,113.39822735890993,4.0,54.1
251,5.1,52.7,9.7,0.0,0.0,2.2,25,2.6,louisiana,7.1,3.0,5.1,0.526,9.7,3.3,4.5,71,58.0,2.1336,32.6,2.2,3.1,13.5,0.8,1989-90,2.6,9.3,LAC,US,113.39822735890993,5.0,52.6
252,5.5,49.6,11.1,0.0,0.0,1.7,26,2.1,louisiana,8.1,3.0,5.5,0.496,11.1,3.0,4.2,70,65.0,2.1336,31.9,2.2,2.6,14.0,0.8,1990-91,3.4,10.3,TOT,US,113.39822735890993,6.0,49.6
253,5.9,49.20000000000001,11.9,0.0,0.0,1.9,26,2.3,louisiana,9.6,3.0,5.9,0.4920000000000001,11.9,3.2,4.3,39,38.0,2.1336,34.3,2.4,2.8,14.9,0.7,1990-91,3.5,12.0,LAC,US,113.39822735890993,7.0,49.20000000000001
254,5.1,50.2,10.1,0.0,0.0,1.5,26,1.7,louisiana,6.2,3.0,5.1,0.502,10.1,2.8,4.1,31,27.0,2.1336,29.0,2.0,2.4,12.9,0.9,1990-91,3.1,8.2,SEA,US,113.39822735890993,8.0,50.2
255,5.6,48.0,11.7,0.0,0.0,1.2,27,1.9,louisiana,6.1,3.0,5.6,0.478,11.7,2.7,4.0,63,61.0,2.1336,30.8,2.1,2.9,14.0,0.6,1991-92,2.8,8.1,SEA,US,113.39822735890993,9.0,47.8
256,2.3,49.1,4.6,0.0,0.0,0.4,28,0.8,louisiana,2.7,3.0,2.3,0.491,4.6,1.2,1.8,59,6.0,2.1336,12.8,0.9,2.3,5.7,0.5,1992-93,1.3,3.5,TOT,US,113.39822735890993,10.0,49.1
257,2.6,49.70000000000001,5.3,0.0,0.0,0.4,28,1.1,louisiana,2.8,3.0,2.6,0.4970000000000001,5.3,1.5,2.2,31,6.0,2.1336,14.5,0.9,2.4,6.7,0.5,1992-93,1.4,3.6,SEA,US,113.39822735890993,11.0,49.70000000000001
258,1.9,48.1,3.9,0.0,0.0,0.4,28,0.5,louisiana,2.6,3.0,1.9,0.481,3.9,0.8,1.3,28,0.0,2.1336,10.9,0.9,2.2,4.5,0.5,1992-93,1.3,3.4,LAL,US,113.39822735890993,12.0,48.1
259,3.7,48.0,7.6,0.0,0.0,0.6,29,1.2,louisiana,4.7,3.0,3.7,0.48,7.6,2.0,2.8,77,74.0,2.1336,23.6,1.8,2.6,9.3,0.5,1993-94,1.3,6.5,NJN,US,113.39822735890993,13.0,48.0
260,4.4,51.0,8.7,0.0,0.0,0.6,30,1.0,louisiana,5.7,3.0,4.4,0.51,8.7,2.2,2.9,61,57.0,2.1336,26.2,1.5,2.5,11.1,0.4,1994-95,2.0,7.2,NJN,US,113.39822735890993,14.0,51.0
261,3.5,50.1,7.1,0.0,0.0,0.8,31,1.0,louisiana,4.8,3.0,3.5,0.498,7.1,1.7,2.3,83,71.0,2.1336,22.8,1.7,2.7,8.8,0.5,1995-96,1.7,6.5,TOT,US,113.39822735890993,15.0,49.8
